Provider ID,Score,HCAHPS Score,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote
50124,1.07,,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91209,LOS ANGELES,8187907100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
50238,1.07,,METHODIST HOSPITAL OF SOUTHERN CA,300 W HUNTINGTON DR,ARCADIA,CA,91006,LOS ANGELES,6264454441,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,
50245,1.07,,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,92324,SAN BERNARDINO,9095801000,Acute Care Hospitals,Government - Local,Yes,Y,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
50551,1.07,,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,ORANGE,5627993220,Acute Care Hospitals,Proprietary,Yes,Y,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
50570,1.07,,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,ORANGE,7149667200,Acute Care Hospitals,Proprietary,Yes,Y,3,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,
50580,1.07,,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,ORANGE,7146707400,Acute Care Hospitals,Proprietary,Yes,Y,4,,Above the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period
100039,1.07,,BROWARD HEALTH MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,BROWARD,9543554400,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
100043,1.07,,MEASE DUNEDIN HOSPITAL,601 MAIN ST,DUNEDIN,FL,34698,PINELLAS,7277331111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
100105,1.07,,INDIAN RIVER MEDICAL CENTER,1000 36TH ST,VERO BEACH,FL,32960,INDIAN RIVER,7725674311,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,Below the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,
100126,1.07,,PALMS OF PASADENA HOSPITAL,1501 PASADENA AVE S,SAINT PETERSBURG,FL,33707,PINELLAS,7273811000,Acute Care Hospitals,Proprietary,Yes,Y,1,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,
100275,1.07,,WELLINGTON REGIONAL MEDICAL CENTER LLC,10101 FOREST HILL BLVD,WELLINGTON,FL,33414,PALM BEACH,5617988500,Acute Care Hospitals,Proprietary,Yes,Y,1,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
100287,1.07,,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,PALM BEACH,5616555511,Acute Care Hospitals,Proprietary,Yes,Y,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
140029,1.07,,COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,AURORA,IL,60504,KANE,6308986481,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,
140133,1.07,,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,COOK,7738849000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
140177,1.07,,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,COOK,7739477500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,
180056,1.07,,METHODIST HOSPITAL,1305 N ELM ST,HENDERSON,KY,42420,HENDERSON,2708277700,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,
180079,1.07,,HARRISON MEMORIAL HOSPITAL,1210 KY HWY 36 E,CYNTHIANA,KY,41031,HARRISON,8592342300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
190041,1.07,,CHRISTUS HEALTH SHREVEPORT - BOSSIER,1453 E BERT KOUNS INDUSTRIAL DRIVE,SHREVEPORT,LA,71105,CADDO,3186815000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,
190102,1.07,,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",4801 AMBASSADOR CAFFERY PARKWAY,LAFAYETTE,LA,70508,LAFAYETTE,3374702000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,
190111,1.07,,WILLIS KNIGHTON MEDICAL CENTER,2600 GREENWOOD ROAD,SHREVEPORT,LA,71103,CADDO,3182124000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,Above the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,
190116,1.07,,MOREHOUSE GENERAL HOSPITAL,323 W WALNUT,BASTROP,LA,71220,MOREHOUSE,3182833600,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period
190308,1.07,,ST BERNARD PARISH HOSPITAL,8000 WEST JUDGE PEREZ DRIVE,CHALMETTE,LA,70043,SAINT BERNARD,5048269500,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period
220095,1.07,,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,1440,WORCESTER,9786323420,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
250019,1.07,,MEMORIAL HOSPITAL AT GULFPORT,4500 13TH ST-P O BOX 1810,GULFPORT,MS,39502,HARRISON,2288674000,Acute Care Hospitals,Government - Local,Yes,Y,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,
250031,1.07,,MERIT HEALTH RIVER REGION,2100 HWY 61 N,VICKSBURG,MS,39183,WARREN,6018835000,Acute Care Hospitals,Proprietary,Yes,Y,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
290012,1.07,,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,102 E LAKE MEAD DR,HENDERSON,NV,89015,CLARK,7026165000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,
290053,1.07,,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,LAS VEGAS,NV,89113,CLARK,7024928509,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,
310001,1.07,,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,7601,BERGEN,5519962000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Above the national average,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Above the national average,
310019,1.07,,ST JOSEPH'S REGIONAL MEDICAL CENTER,703 MAIN ST,PATERSON,NJ,7503,PASSAIC,9737542010,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,
310021,1.07,,ST FRANCIS MEDICAL CENTER,601 HAMILTON AVE,TRENTON,NJ,8629,MERCER,6095995000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period
310025,1.07,,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,29 EAST 29TH ST,BAYONNE,NJ,7002,HUDSON,2018585000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
310038,1.07,,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,ONE ROBERT WOOD JOHNSON PLACE,NEW BRUNSWICK,NJ,8901,MIDDLESEX,7329378525,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,
310073,1.07,,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33,NEPTUNE,NJ,7754,MONMOUTH,7327755500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
330128,1.07,,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,QUEENS,7183341141,Acute Care Hospitals,Government - Local,Yes,Y,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Not Available,Results are not available for this reporting period
330246,1.07,,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,6314746000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
330286,1.07,,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,6313763000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,
330395,1.07,,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,QUEENS,7188697000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Not Available,Results are not available for this reporting period
360080,1.07,,EAST OHIO REGIONAL HOSPITAL,90 NORTH FOURTH STREET,MARTINS FERRY,OH,43935,BELMONT,7406331100,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period
370025,1.07,,SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9186825501,Acute Care Hospitals,Proprietary,Yes,Y,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,
370032,1.07,,ALLIANCEHEALTH DEACONESS,5501 NORTH PORTLAND AVENUE,OKLAHOMA CITY,OK,73112,OKLAHOMA,4056046109,Acute Care Hospitals,Proprietary,Yes,Y,2,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
390001,1.07,,GEISINGER-COMMUNITY MEDICAL CENTER,1822 MULBERRY STREET,SCRANTON,PA,18510,LACKAWANNA,5709698240,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,
390004,1.07,,HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET,CAMP HILL,PA,17011,CUMBERLAND,7177632100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,
390028,1.07,,UPMC MERCY,1400 LOCUST STREET,PITTSBURGH,PA,15219,ALLEGHENY,4122328111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
390180,1.07,,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,DELAWARE,6104472000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
390197,1.07,,SACRED HEART HOSPITAL,421 CHEW STREET,ALLENTOWN,PA,18102,LEHIGH,6107764900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,
390220,1.07,,JENNERSVILLE REGIONAL HOSPITAL,1015 WEST BALTIMORE PIKE,WEST GROVE,PA,19390,CHESTER,6108691000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
420027,1.07,,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,ANDERSON,8642611109,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,
420071,1.07,,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,GREENWOOD,8642274111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Below the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
420083,1.07,,MARY BLACK HEALTH SYSTEM SPARTANBURG,1700 SKYLYN DR PO BOX 3217,SPARTANBURG,SC,29307,SPARTANBURG,8645733000,Acute Care Hospitals,Proprietary,Yes,Y,2,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,
440002,1.07,,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,MADISON,7315415000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,Below the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
440033,1.07,,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,923 EAST CENTRAL AVENUE,LA FOLLETTE,TN,37766,CAMPBELL,4239071440,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
440130,1.07,,BAPTIST MEMORIAL HOSPITAL UNION CITY,"1201 BISHOP ST, PO BOX 310",UNION CITY,TN,38261,OBION,7318852410,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,
440151,1.07,,SAINT THOMAS RIVER PARK HOSPITAL,1559 SPARTA STREET,MC MINNVILLE,TN,37110,WARREN,9318154101,Acute Care Hospitals,Proprietary,Yes,Y,4,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,
450007,1.07,,PETERSON REGIONAL MEDICAL CENTER,551 HILL COUNTRY DRIVE,KERRVILLE,TX,78028,KERR,8308964200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Below the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
450034,1.07,,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,2830 CALDER AVENUE,BEAUMONT,TX,77702,JEFFERSON,4098927171,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,
450080,1.07,,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON,MOUNT PLEASANT,TX,75455,TITUS,9035776000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,
450083,1.07,,EAST TEXAS MEDICAL CENTER,1000 SOUTH BECKHAM STREET,TYLER,TX,75701,SMITH,9035970351,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,
450119,1.07,,SOUTH TEXAS HEALTH SYSTEM,1102 W TRENTON ROAD,EDINBURG,TX,78539,HIDALGO,9566324000,Acute Care Hospitals,Proprietary,Yes,Y,3,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
450137,1.07,,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,1400 EIGHTH AVE,FORT WORTH,TX,76104,TARRANT,8179262544,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,Above the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,
450176,1.07,,MISSION REGIONAL MEDICAL CENTER,900 SOUTH BRYAN ROAD,MISSION,TX,78572,HIDALGO,9563239000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
450184,1.07,,MEMORIAL HERMANN HOSPITAL SYSTEM,1635  NORTH LOOP WEST,HOUSTON,TX,77008,HARRIS,7134486796,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,
450213,1.07,,UNIVERSITY HEALTH SYSTEM,4502 MEDICAL DR,SAN ANTONIO,TX,78229,BEXAR,2103582637,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,
450219,1.07,,BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,200 W OLLIE,LLANO,TX,78643,LLANO,3252475040,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Below the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Above the national average,,Same as the national average,
450237,1.07,,CHRISTUS SANTA ROSA HOSPITAL,333 NORTH SANTA ROSA STEET,SAN ANTONIO,TX,78207,BEXAR,2107043342,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,
450272,1.07,,CENTRAL TEXAS MEDICAL CENTER,1301 WONDER WORLD DRIVE,SAN MARCOS,TX,78666,HAYS,5127533690,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
450639,1.07,,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY,BEDFORD,TX,76022,TARRANT,8178484000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,
450672,1.07,,PLAZA MEDICAL CENTER OF FORT WORTH,900 EIGHTH AVENUE,FORT WORTH,TX,76104,TARRANT,8173362100,Acute Care Hospitals,Proprietary,Yes,Y,2,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,
450742,1.07,,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,6800 SCENIC DR,ROWLETT,TX,75088,DALLAS,9724122273,Acute Care Hospitals,Proprietary,Yes,Y,1,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
450797,1.07,,HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,5445 LABRANCH STREET,HOUSTON,TX,77004,HARRIS,7135286800,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score
500064,1.07,,HARBORVIEW MEDICAL CENTER,325 9TH AVENUE,SEATTLE,WA,98104,KING,2067313000,Acute Care Hospitals,Government - Local,Yes,Y,3,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
670056,1.07,,SETON MEDICAL CENTER HAYS,6001 KYLE PKWY,KYLE,TX,78640,HAYS,5123245000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Same as the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Below the national average,,Above the national average,
670085,1.07,,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,10864 TEXAS HEALTH TRAIL,FORT WORTH,TX,76244,TARRANT,6822122000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Below the national average,,Not Available,Results are not available for this reporting period
10007,1.06,,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Below the national average,,Not Available,Results are not available for this reporting period,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,Not Available,Results are not available for this reporting period
10112,1.06,,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,MARENGO,3342894000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,Same as the national average,,Not Available,Results are not available for this reporting period,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
40050,1.06,,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,OUACHITA,8708361000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period
40137,1.06,,ST VINCENT MEDICAL CENTER/NORTH,2215 WILDWOOD AVENUE,SHERWOOD,AR,72120,PULASKI,5015527100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,Same as the national average,,Not Available,Results are not available for this reporting period,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
50078,1.06,,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,3108323311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
50129,1.06,,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,
50191,1.06,,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,5624919000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
50230,1.06,,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,ORANGE,7145375160,Acute Care Hospitals,Proprietary,Yes,Y,4,,Above the national average,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Not Available,Results are not available for this reporting period
50684,1.06,,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY,CA,92585,RIVERSIDE,9516798888,Acute Care Hospitals,Physician,No,Y,1,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Not Available,Results are not available for this reporting period
50773,1.06,,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,SAN LEANDRO,CA,94578,ALAMEDA,5103576500,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
80003,1.06,,ST FRANCIS HOSPITAL,7TH AND CLAYTON STS,WILMINGTON,DE,19805,NEW CASTLE,3024214100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
100017,1.06,,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32114,VOLUSIA,3862544000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Above the national average,
100026,1.06,,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,615 N BONITA AVE,PANAMA CITY,FL,32401,BAY,8507691511,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,Above the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
